"","416-C_CARBINE","552_COMMANDO","556XI","6P41","9mm_C1","9x19VSN","AK-12","AR33","AUG_A2","C7E","C8-SFW","CAMRS","F2","FMG-9","G36C","G8A1","HK417","ITA12L","L85A2","M1014","M12","M249","M590A1","M870","MK17_CQB","MP5","MP5K","MP5SD","MP7","MPX","OTs-03","P90","PARA-308","PDW9","R4-C","SASG-12","SG-CQB","Shield","SPAS-12","SPAS-15","SR-25","SUPER_90","SuperNova","TYPE-89","UMP45","VECTOR_.45_ACP"
"BANK",0.537282190540846,0.48816029143898,0.47764612167679,0.450748620961387,0.561745131870841,0.526341703594289,0.485941644562334,0.484108527131783,0.491578290704928,0.493018259935553,0.497395187298437,0.45449500554939,0.496948118006104,0.523128491620112,0.503489771359807,0.46611909650924,0.462128475551294,0.567226890756303,0.479858770662815,0.492906364004864,0.542065903248423,0.451187335092348,0.523005241700641,0.475774424146148,0.483739837398374,0.551387970918705,0.527923995378097,0.542526239594644,0.539691746768313,0.539754008346145,0.487090796788141,0.535306553911205,0.488040712468193,0.465178571428571,0.486241352805534,0.492943548387097,0.504964539007092,0.46357519016969,0.513924050632911,0.53331166720832,0.467845659163987,0.554269175108538,0.493706293706294,0.492942283563363,0.513081525136173,0.526509386098427
"BARTLETT_U.",0.56563024723525,0.462717481358741,0.460728333967771,0.468451242829828,0.572403880704276,0.525713279323705,0.45857502462515,0.434429730884238,0.452109464082098,0.476033584865554,0.461285008237232,0.464070213933077,0.480198854061341,0.530434782608696,0.466744186046512,0.425,0.445986124876115,0.524475524475524,0.458646022592622,0.523827534039334,0.55724838411819,0.460992907801418,0.54246779914131,0.51555929352397,0.450782757881192,0.571095571095571,0.545361089694166,0.563235852639575,0.555827220863896,0.560083352627923,0.455168475157053,0.535547041294168,0.466564181398924,0.46494762288477,0.474123281322416,0.544008483563097,0.488304093567251,0.439505776636714,0.514466546112116,0.548189073050952,0.447443181818182,0.560099132589839,0.538251366120219,0.468414668284035,0.544026214081667,0.560215467487495
"BORDER",0.524577053214396,0.496799606105367,0.500458855919241,0.502322495023225,0.537311475409836,0.492994291645044,0.493432051588249,0.493205435651479,0.494778067885117,0.510035122930256,0.499781085814361,0.492899408284024,0.514708457362984,0.501742919389978,0.504109589041096,0.481481481481481,0.474066390041494,0.533123028391167,0.507941029841179,0.492558469170801,0.519672564034856,0.461764705882353,0.510047497259773,0.446952595936795,0.49805144193297,0.522795282520683,0.518386577798207,0.515618492294877,0.517552505876109,0.522586263197997,0.483903934593766,0.486892995272884,0.522060916595502,0.531723484848485,0.51133459731267,0.453546453546454,0.43933588761175,0.488760436737315,0.494641384995878,0.515540540540541,0.451013513513513,0.488980716253444,0.474647887323944,0.51159595959596,0.504035874439462,0.516990291262136
"CHALET",0.483981550735477,0.546078992558672,0.552933762778322,0.512779552715655,0.511092270736188,0.450825825825826,0.534977862112587,0.552964824120603,0.524673439767779,0.553024026512013,0.532631038026722,0.514762516046213,0.552534900808229,0.454458977407848,0.54023307436182,0.513020833333333,0.51705069124424,0.490842490842491,0.540863177226814,0.468856655290102,0.484547615718081,0.524590163934426,0.471720579480056,0.485738980121003,0.521803182086034,0.48964132518025,0.467114530284971,0.491025641025641,0.477043354655295,0.491519930863131,0.524946996466431,0.453185328185328,0.542213883677298,0.531572904707233,0.547044519266741,0.444326617179215,0.439393939393939,0.505609431450846,0.447023208879919,0.487752928647497,0.490079365079365,0.512048192771084,0.51033386327504,0.544023083264633,0.471452854714529,0.471195992485911
"CLUB_HOUSE",0.503759820426487,0.511664899257688,0.512677484787018,0.50590318772137,0.520281233098972,0.477394090423638,0.522897585345545,0.509763082530591,0.490513000702741,0.520748676271395,0.522967386311438,0.491277433877321,0.5354669661239,0.492903487429035,0.527899202879918,0.494226327944573,0.499029126213592,0.423076923076923,0.521598351607918,0.470384615384615,0.501406649616368,0.471337579617834,0.494100562715556,0.440068493150685,0.51380586393396,0.508985507246377,0.506633499170813,0.488212927756654,0.502416155787955,0.507980421366248,0.511256253474152,0.49914089347079,0.509347226478701,0.522170057381325,0.528195025855701,0.449026345933562,0.447488584474886,0.487030174695606,0.495283018867925,0.503180212014134,0.526315789473684,0.504702194357367,0.475524475524476,0.520893119619234,0.489669421487603,0.505141236260489
"COASTLINE",0.513244411046402,0.528003613369467,0.505531385954009,0.5,0.523344051446945,0.478546649625707,0.518030513176144,0.504451038575668,0.502213788741303,0.53460793804453,0.512772875058059,0.474404761904762,0.532986916581609,0.490253853127833,0.518332496233049,0.508599508599509,0.507011866235167,0.472324723247232,0.515717998155755,0.47827885808854,0.504387096774194,0.520376175548589,0.494893221912721,0.460548885077187,0.518772136953955,0.511862835959222,0.507347152978221,0.510771641206424,0.500928505106778,0.512022806147744,0.512947806252516,0.514472455648926,0.522794712705692,0.514234071396295,0.515481456277645,0.469314079422383,0.462833099579243,0.480090419057555,0.432203389830508,0.501780511492392,0.492700729927007,0.501479289940828,0.508305647840532,0.525119036050918,0.490484351041761,0.494169296199753
"CONSULATE",0.528484351189778,0.503387180823345,0.501913265306122,0.478535353535354,0.543468950749465,0.509722722362261,0.506017680264139,0.494242492662,0.514685314685315,0.50575594781274,0.495211693548387,0.498444306160548,0.514354708881138,0.508787541713014,0.489180834621329,0.476958525345622,0.493292053663571,0.431535269709544,0.498756307298699,0.482799061767005,0.528664039659337,0.513157894736842,0.509395837542938,0.444182389937107,0.495392953929539,0.523543083412241,0.513320700033441,0.53968887116075,0.515380624119784,0.53446217301639,0.487307117969139,0.495213228894691,0.494307400379507,0.492783505154639,0.503474903474903,0.487283825025432,0.423135464231355,0.468003084040092,0.507488986784141,0.536342515765018,0.484154929577465,0.537854889589905,0.532924961715161,0.495643833426585,0.519910913140312,0.520189512221385
"FAVELAS",0.476162858137107,0.553749344520189,0.546264344755638,0.555765595463138,0.481206057328286,0.455197132616487,0.545506321904545,0.542961608775137,0.524271844660194,0.560340098738343,0.543257820927724,0.54878629224179,0.567736883320282,0.454986295593506,0.54506128334535,0.536945812807882,0.48292220113852,0.401685393258427,0.549031476997579,0.462157330154946,0.471794871794872,0.503464203233256,0.48077534159517,0.445816186556927,0.546270330902973,0.481888035126235,0.471430042211469,0.453380468404772,0.474174983608946,0.475505350772889,0.542408159017588,0.450752688172043,0.531201650335224,0.546705998033432,0.555128414853591,0.41304347826087,0.44272076372315,0.525796661608498,0.440201729106628,0.479826608869623,0.511591962905719,0.481441048034934,0.485906040268456,0.556315829937726,0.455800371648527,0.47419261822376
"HEREFORD_BASE",0.526337668507631,0.505654281098546,0.495765752834793,0.492361111111111,0.545730965701776,0.508997429305913,0.483874923359902,0.49337996502623,0.485537190082645,0.503118779031188,0.487343269458245,0.493084786530367,0.50953032375741,0.495692511597084,0.489513940291142,0.438902743142145,0.483904465212876,0.492711370262391,0.499782608695652,0.49625468164794,0.520274390243902,0.484507042253521,0.509267131440231,0.496927803379416,0.48062015503876,0.528175658289733,0.526327409206314,0.509098101265823,0.526648124483199,0.520644095788604,0.484577922077922,0.518747243052492,0.490737928940176,0.489984591679507,0.504458277254374,0.48297213622291,0.465400271370421,0.477362855254461,0.540478026214341,0.508778625954198,0.469244288224956,0.552238805970149,0.483018867924528,0.507114135477884,0.516955399926281,0.537096954144818
"HOUSE",0.484178272980501,0.552059496567506,0.54302103250478,0.540850776502363,0.498857680419298,0.463511873808286,0.529697380307136,0.545252225519288,0.533127889060092,0.544149630274032,0.536183363378831,0.540941658137155,0.558006301919221,0.458755115227224,0.532498668087373,0.504398826979472,0.492879746835443,0.481481481481481,0.543546838568098,0.451809523809524,0.474641148325359,0.496774193548387,0.474786091389041,0.474378881987578,0.533745630545846,0.484889562235866,0.476565172767704,0.489832970225127,0.472996576538811,0.482548975455978,0.53311710481393,0.445719329214475,0.531136638452237,0.531889290012034,0.550671550671551,0.407592407592408,0.423897581792319,0.526416539050536,0.461083743842365,0.467423494570582,0.517948717948718,0.475069252077562,0.47112462006079,0.548528914440311,0.462302643249956,0.478488692774407
"KAFE_DOSTOYEVSKY",0.516938881514399,0.505793226381462,0.508504143044047,0.507531865585168,0.532459502905898,0.495742832319722,0.516808781730863,0.495533980582524,0.489967637540453,0.519504359798073,0.500521159057744,0.512976256212038,0.518352576253662,0.48840206185567,0.527299199223489,0.47741935483871,0.457509881422925,0.44921875,0.513339685564555,0.487746082764162,0.516062553036732,0.512886597938144,0.504476449980537,0.458952306489445,0.502780867630701,0.520526532291238,0.499438272375484,0.50647016534867,0.514138600489575,0.515538925267644,0.498841922408801,0.492356115107914,0.508944775732435,0.496513249651325,0.517610905366007,0.452538631346578,0.45414201183432,0.478955505926817,0.51390134529148,0.512485136741974,0.44839255499154,0.524752475247525,0.484848484848485,0.515783673148075,0.493929655418675,0.508286012284158
"KANAL",0.524987764424384,0.479408658922914,0.500120336943442,0.498459642637092,0.539380414807036,0.50061220920063,0.511464768087111,0.495145631067961,0.492910195813639,0.514117797368085,0.50255033557047,0.511065362840968,0.509859689040576,0.504804312163112,0.51419878296146,0.457920792079208,0.463628396143734,0.445182724252492,0.495420611098284,0.487686567164179,0.513509608438087,0.503048780487805,0.498330386957376,0.498410174880763,0.505427922241858,0.528734726054395,0.513927116591435,0.521339220014717,0.52562672022614,0.529314342497516,0.49507068452381,0.505258729490955,0.485568250150331,0.504622077215878,0.504188880426504,0.49412915851272,0.518041237113402,0.481893082966085,0.523023457862728,0.518697756269248,0.488919667590028,0.53013698630137,0.513950073421439,0.507085802628189,0.498689384010485,0.516165498530409
"OREGON",0.524617392335983,0.511465603190429,0.496532864537553,0.473846153846154,0.530644316396019,0.48978504174809,0.492093686838664,0.477329974811083,0.492808005003127,0.512543098323624,0.501931379231993,0.471876850207223,0.515178571428571,0.501830712901141,0.505478799428299,0.468384074941452,0.491422805247225,0.546075085324232,0.503424915318028,0.50674507090972,0.515022015022015,0.488304093567251,0.513157894736842,0.476993865030675,0.501278118609407,0.52771148236542,0.514331369220014,0.521321552055321,0.520410921870776,0.52621566995601,0.490199335548173,0.525098210388477,0.50832899531494,0.494020239190432,0.509052183173589,0.463391136801541,0.482900136798906,0.477168949771689,0.497787610619469,0.522610015174507,0.48689138576779,0.532981530343008,0.487661574618096,0.513760785480512,0.51102260096332,0.519664652940451
"PLANE",0.530603553175955,0.476085761407367,0.487523010840663,0.465827338129496,0.544527157430383,0.5259375,0.476978535146649,0.478228782287823,0.493699036323202,0.479506109979633,0.486578818936066,0.470046082949309,0.496460256295367,0.524155090192826,0.479594489212373,0.482323232323232,0.451891891891892,0.510948905109489,0.482701235000438,0.527074898785425,0.526983232351698,0.443502824858757,0.514505366985785,0.506648936170213,0.47696335078534,0.54470965443534,0.531518957897185,0.533633972190906,0.528549514232146,0.531440700451048,0.495860112327022,0.523702031602709,0.473955352032055,0.479547432550044,0.491512476659311,0.490580847723705,0.497291440953413,0.472614462986735,0.531903765690377,0.53774767995987,0.445614035087719,0.574324324324324,0.505504587155963,0.490796490624462,0.515858032848782,0.538433415592725
"SKYSCRAPER",0.517616126205083,0.508529650690495,0.509877613953937,0.510575793184489,0.534393905444768,0.494566126065875,0.500403795679386,0.48780487804878,0.500887049083383,0.515883402736466,0.503280423280423,0.490719257540603,0.52478421701603,0.504846360074242,0.512893304944405,0.4957805907173,0.486021505376344,0.508816120906801,0.501970337465071,0.504684194620731,0.50974358974359,0.498727735368957,0.496447181430602,0.491095890410959,0.500961743962385,0.51572934973638,0.510504681434117,0.515582916506349,0.514742309228925,0.518275538894096,0.491462026345747,0.489435101336783,0.519981412639405,0.511224891689642,0.515484212917392,0.458370635631155,0.468864468864469,0.492882289912751,0.507042253521127,0.524141942990111,0.481239804241436,0.520741394527802,0.501061571125265,0.518040163319723,0.496501193710381,0.497330282227307
"YACHT",0.513440396016808,0.53542600896861,0.511218501898516,0.468705547652916,0.526555386949924,0.489937208179037,0.521176936271276,0.501432664756447,0.521094640820981,0.523731228762468,0.506574954481084,0.488549618320611,0.528239202657807,0.489680291380008,0.513895216400911,0.474835886214442,0.472616632860041,0.480392156862745,0.511957987367823,0.462821907870874,0.515893271461717,0.452488687782805,0.495612495612496,0.451591062965471,0.504071058475204,0.520039996666944,0.504775983625199,0.516923076923077,0.517982176957352,0.512030686969662,0.510574620909816,0.49771878888428,0.511501360375958,0.508610332398879,0.514825825139111,0.439380127620784,0.460910151691949,0.484005763688761,0.504379562043796,0.502950987939441,0.498148148148148,0.54083885209713,0.483160621761658,0.512381809995498,0.495265649658075,0.507007708479327
